obj,avg_cost,budget,avg_cost_normalized,setup_number,test_number,num_reps,num_candidates,num_training_samples,ratio,num_users_TSG,num_users_CELF,alpha,beta
max,1.7131742904909082,13.060921391284735,0.13116795049651486,3,1,10,89,100,1.0161137820987984,6,6,2,8
max,1.7125034486118786,13.05799170285994,0.13114600526486847,3,2,10,89,100,1.0,6,6,2,8
max,1.7141059266352074,13.064989084554643,0.13119842010902355,3,3,10,89,100,0.9896892237803128,7,7,2,8
max,1.7081171105201347,13.038821908501092,0.13100241129963364,3,4,10,89,100,1.0177925699262202,6,6,2,8
max,1.705426948794006,13.027053063899293,0.13091425516029434,3,5,10,89,100,1.0034667035123113,6,6,2,8
max,1.7065425590858094,13.031934706485295,0.13095082177142545,3,6,10,89,100,0.990745427116028,6,6,2,8
max,1.70839697122934,13.040045714281925,0.13101157838413424,3,7,10,89,100,1.0116961391562442,7,6,2,8
max,1.7203900404789183,13.092398454174116,0.13140373373913194,3,8,10,89,100,0.9866432904068844,7,6,2,8
max,1.7154776569419663,13.070976340258653,0.13124326846635695,3,9,10,89,100,1.0023989486586022,6,7,2,8
max,1.7183794871169331,13.083634378353624,0.13133808523111332,3,10,10,89,100,0.969363781658785,7,7,2,8
max,2.3546024405246437,13.068638869240141,0.18017197231355964,4,1,10,89,100,1.0,4,4,2,8
max,2.3266620623293046,12.982944741039695,0.17920911694052094,4,2,10,89,100,1.0,4,4,2,8
max,2.3390522734213053,13.021008434298658,0.17963679888725084,4,3,10,89,100,1.058421812241127,5,4,2,8
max,2.3582347734969984,13.079742324610994,0.1802967302390749,4,4,10,89,100,0.9821715376785431,4,4,2,8
max,2.3615675505520985,13.089922643863888,0.18041111584865802,4,5,10,89,100,1.036008175492346,4,4,2,8
max,2.3334456768637457,13.003796921435935,0.17944341110227646,4,6,10,89,100,1.0379462874052374,5,4,2,8
max,2.333817849600072,13.004940076296409,0.17945625553891092,4,7,10,89,100,0.977424202371687,5,4,2,8
max,2.332811941222902,13.001850150027034,0.17942153726622134,4,8,10,89,100,0.984441842744788,4,4,2,8
max,2.3397420564155484,13.023124566469829,0.17966057565321902,4,9,10,89,100,1.0398651329528807,5,5,2,8
max,2.3458894005190154,13.041969913895967,0.1798723211299173,4,10,10,89,100,1.0010884765486947,5,5,2,8
max,2.9730804582298003,13.018698704881313,0.2283700180506563,5,1,10,89,100,1.0,3,3,2,8
max,2.974955963228345,13.023127569920339,0.2284363680886943,5,2,10,89,100,0.9411581438191022,4,3,2,8
max,2.993001462513301,13.065669976155696,0.2290737075079505,5,3,10,89,100,1.0,3,3,2,8
max,2.9948321335122268,13.069978667776699,0.2291382571951565,5,4,10,89,100,1.0,3,3,2,8
max,2.944631667408017,12.951347981597538,0.2273610184508995,5,5,10,89,100,1.0,3,3,2,8
max,2.976665508390788,13.027163324672374,0.2284968288340431,5,6,10,89,100,0.9964578852317856,4,4,2,8
max,2.9760174055845408,13.025633472024095,0.2284739096932449,5,7,10,89,100,1.0066561390057265,3,3,2,8
max,2.9946433048720937,13.069534298724998,0.22913159998089885,5,8,10,89,100,1.0,3,3,2,8
max,2.9958215480945176,13.072306822276753,0.22917313591425845,5,9,10,89,100,1.0,3,3,2,8
max,2.9752981727540266,13.023935522483425,0.2284484722469428,5,10,10,89,100,1.04562984373235,4,4,2,8
max,3.621667889010232,13.04517726019825,0.2776250423258099,6,1,10,89,100,0.9933145195256996,3,3,2,8
max,3.6608519571247946,13.120053337174133,0.2790272160519501,6,2,10,89,100,0.9741861999316508,3,3,2,8
max,3.5925899306501115,12.989351652606684,0.27657961896267197,6,3,10,89,100,0.9845162057076764,3,3,2,8
max,3.6533743839174018,13.105795515124864,0.2787602156390424,6,4,10,89,100,1.0197136716788835,3,3,2,8
max,3.586304696266569,12.977255344178053,0.2763530963329224,6,5,10,89,100,0.9697833385265652,3,3,2,8
max,3.640547930751362,13.081304860395925,0.2783015891459911,6,6,10,89,100,1.0558079672527707,3,3,2,8
max,3.6358767512034307,13.072375102906495,0.2781343652229681,6,7,10,89,100,1.0175994544414058,3,3,2,8
max,3.6376697972287295,13.075803491815796,0.2781985672624681,6,8,10,89,100,1.0223805688764214,3,3,2,8
max,3.611595521686504,13.025865077603305,0.27726339096635405,6,9,10,89,100,0.9904105995710216,3,3,2,8
max,3.596259729842909,12.996409527794121,0.2767117889100023,6,10,10,89,100,0.9470076613062506,3,3,2,8
max,4.2616469116366265,13.049394097911026,0.32657814452234524,7,1,10,89,100,1.0657903612940356,2,2,2,8
max,4.2558385901833535,13.040019975671553,0.32636749008999744,7,2,10,89,100,1.0172791409572122,2,2,2,8
max,4.282191582881825,13.082500392606224,0.3273221062008889,7,3,10,89,100,1.0,2,2,2,8
max,4.3232658301381885,13.148452083207069,0.3288041666638292,7,4,10,89,100,1.0,2,2,2,8
max,4.232714038791826,13.00263557719718,0.32552739124787666,7,5,10,89,100,0.9691217232984344,2,2,2,8
max,4.224514747738168,12.989355717656824,0.32522896743798113,7,6,10,89,100,1.0137214877679577,2,2,2,8
max,4.2326998291920885,13.002612573929849,0.32552687432052096,7,7,10,89,100,1.0,2,2,2,8
max,4.2320607360113724,13.001577935571573,0.3255036240203349,7,8,10,89,100,1.0,2,2,2,8
max,4.2551301712084975,13.038876213177454,0.32634178756204024,7,9,10,89,100,0.9966476069925884,2,2,2,8
max,4.251750278406373,13.033417973128765,0.32621913048229434,7,10,10,89,100,0.9896272094568146,2,2,2,8
max,4.868513022965971,13.006247794067054,0.3743211032152409,8,1,10,89,100,1.0,2,2,2,8
max,4.884064631374351,13.027971606608267,0.3748906413717524,8,2,10,89,100,1.0,2,2,2,8
max,4.888575912156863,13.034266888467085,0.3750556862144928,8,3,10,89,100,1.0,2,2,2,8
max,4.923303484753914,13.08263088208786,0.3763236560847005,8,4,10,89,100,1.0,2,2,2,8
max,4.828461262307812,12.950140151938415,0.3728501163429549,8,5,10,89,100,1.013488448034499,2,2,2,8
max,4.869832837750338,13.008092767046573,0.3743694732933559,8,6,10,89,100,0.9572906935285052,2,2,2,8
max,4.956495643467487,13.128697721743036,0.3775314009445741,8,7,10,89,100,0.9996297034658131,2,2,2,8
max,4.879038000848113,13.020953760115273,0.3747066528869173,8,8,10,89,100,1.0,2,2,2,8
max,4.914626079176997,13.070562126997867,0.37600724677522496,8,9,10,89,100,0.9921671436682172,2,2,2,8
max,4.916680032748414,13.073419777359215,0.3760821664476199,8,10,10,89,100,1.0487470164542492,2,2,2,8
max,5.551840009922203,13.06733522539693,0.4248639767909193,9,1,10,89,100,1.045275283833362,2,2,2,8
max,5.514237240295106,13.021197549423606,0.4234815745145651,9,2,10,89,100,1.0045394477711345,2,2,2,8
max,5.531054893930507,13.041851747943742,0.4241004269046814,9,3,10,89,100,0.8656394783830385,2,2,2,8
max,5.476314637838169,12.974508112550414,0.42208264007641705,9,4,10,89,100,1.0059528530424733,2,2,2,8
max,5.538812058763585,13.051367959207065,0.4243855568301743,9,5,10,89,100,0.9421414888698908,2,2,2,8
max,5.540350878106806,13.053254936599073,0.4244420954786241,9,6,10,89,100,0.9595478213946566,2,2,2,8
max,5.5813030216853186,13.103376730304436,0.4259438720690469,9,7,10,89,100,0.9438771210063246,2,2,2,8
max,5.533274375728107,13.044575208509428,0.4241820287193836,9,8,10,89,100,0.9852691795398748,2,2,2,8
max,5.5716888429338205,13.091626362109096,0.4255918011118831,9,9,10,89,100,1.0204713011529372,2,2,2,8
max,5.545885535815464,13.06003964954628,0.42464538275794106,9,10,10,89,100,0.9512579578873299,2,2,2,8
max,6.193716100694251,13.069898012744725,0.4738916933134927,10,1,10,89,100,1.0153131493008885,2,2,2,8
max,6.1293638495705975,12.999341885291535,0.4715133968824864,10,2,10,89,100,0.9800101691696572,2,2,2,8
max,6.195805050820431,13.072182199013445,0.4739686883562584,10,3,10,89,100,0.9585782905588912,2,2,2,8
max,6.1864723798119945,13.061974302520573,0.4736246019576222,10,4,10,89,100,1.0172331375583543,2,2,2,8
max,6.162986187224419,13.036251479871488,0.4727575405200126,10,5,10,89,100,1.0229320686984642,2,2,2,8
max,6.1780075192661945,13.052708948311999,0.4733122866472209,10,6,10,89,100,1.0,2,2,2,8
max,6.157199743430367,13.029906471480365,0.4725436638326714,10,7,10,89,100,0.9497810177024024,2,2,2,8
max,6.1223699316396925,12.991651479899987,0.4712541697344565,10,8,10,89,100,1.0114251732896065,2,2,2,8
max,6.164065783166253,13.037434959734442,0.4727974330996629,10,9,10,89,100,1.0,2,2,2,8
max,6.168063154503554,13.041816076550539,0.4729451111945875,10,10,10,89,100,1.0,2,2,2,8
modular,0.4361894938550026,13.08568481565008,0.03333333333333333,1,1,10,89,100,1.010109003924344,30,30,2,8
modular,0.4346638925053957,13.039916775161872,0.03333333333333333,1,2,10,89,100,0.9950969682139524,29,29,2,8
modular,0.4344531157432028,13.033593472296085,0.03333333333333333,1,3,10,89,100,1.0000000000000002,29,29,2,8
modular,0.4358017012059716,13.074051036179151,0.03333333333333333,1,4,10,89,100,1.0001072601024554,30,30,2,8
modular,0.4332349043996847,12.99704713199054,0.03333333333333333,1,5,10,89,100,1.0033007617254135,30,30,2,8
modular,0.4338645270416058,13.015935811248177,0.03333333333333333,1,6,10,89,100,0.9999999999999998,29,29,2,8
modular,0.4377568219871471,13.132704659614413,0.03333333333333333,1,7,10,89,100,1.010285407284887,30,30,2,8
modular,0.4373435383528623,13.120306150585868,0.03333333333333333,1,8,10,89,100,0.998448356616686,29,29,2,8
modular,0.43613346066057385,13.084003819817214,0.03333333333333333,1,9,10,89,100,1.002229723410984,29,29,2,8
modular,0.4346634175203676,13.039902525611026,0.03333333333333333,1,10,10,89,100,1.0000536722269977,30,30,2,8
modular,1.0727079339563828,13.049014782734318,0.08220604787540943,2,1,10,89,100,1.0630161676872851,11,10,2,8
modular,1.0751349456075174,13.067520671522189,0.08227535832030781,2,2,10,89,100,0.9609171351346292,10,10,2,8
modular,1.0703975954158698,13.0313803223898,0.08214000120745242,2,3,10,89,100,0.9898795668650764,11,10,2,8
modular,1.0721540600274626,13.044788767725446,0.08219022010384064,2,4,10,89,100,1.0194903856760391,11,10,2,8
modular,1.068254500191987,13.015006485863685,0.08207867597701754,2,5,10,89,100,0.9756052205602156,10,10,2,8
modular,1.0630039943999343,12.974826154219803,0.08192818784351985,2,6,10,89,100,1.0494582344286243,11,10,2,8
modular,1.081228410887639,13.113897224334913,0.0824490532746626,2,7,10,89,100,1.015630626284897,10,10,2,8
modular,1.0807955068001394,13.110606490541187,0.0824367284289932,2,8,10,89,100,1.0306910788880297,11,10,2,8
modular,1.070756278515123,13.034119261876983,0.08215025940777898,2,9,10,89,100,1.03679617687584,11,10,2,8
modular,1.0727568898674409,13.049388263439578,0.08220744667954898,2,10,10,89,100,1.0188174469518811,11,10,2,8
modular,1.7042692547283709,13.021985620319759,0.1308762967814214,3,1,10,89,100,0.9552948691440593,6,6,2,8
modular,1.710551119894592,13.0494623311568,0.13108211484012586,3,2,10,89,100,1.024316115400195,7,6,2,8
modular,1.6970722787145562,12.990445251730009,0.13064003933880156,3,3,10,89,100,0.9193478002798804,6,6,2,8
modular,1.7013773037540951,13.009319645168658,0.1307814205630611,3,4,10,89,100,0.9296362159473828,6,6,2,8
modular,1.705551483527058,13.027598075438235,0.13091833764373212,3,5,10,89,100,0.9726509947646098,7,6,2,8
modular,1.7041228943413391,13.021344853589294,0.13087149703063142,3,6,10,89,100,1.048965808758939,7,6,2,8
modular,1.7063706569453383,13.031182605822554,0.13094518805859592,3,7,10,89,100,0.9461365168927884,6,6,2,8
modular,1.7046976475381697,13.023860972097086,0.1308903443602778,3,8,10,89,100,1.053796511318174,7,6,2,8
modular,1.7248114644449133,13.111653986557693,0.13154796993676174,3,9,10,89,100,0.9458068222425924,6,6,2,8
modular,1.7077047239451175,13.03701840015511,0.13098890187382106,3,10,10,89,100,0.9664483594287308,6,6,2,8
modular,2.3620594069389647,13.091424468954349,0.18042799028787665,4,1,10,89,100,1.1573547558773936,5,4,2,8
modular,2.363716179557374,13.096482089311225,0.18048481748289769,4,2,10,89,100,1.0745553494935065,5,4,2,8
modular,2.3443541864188617,13.03726584056636,0.1798194663734048,4,3,10,89,100,1.0707234762117317,5,4,2,8
modular,2.3350471828515404,13.008715419398794,0.17949867512433107,4,4,10,89,100,1.0548624976677283,5,4,2,8
modular,2.355198710658752,13.070462151914036,0.1801924586357382,4,5,10,89,100,1.030537521529887,5,4,2,8
modular,2.3278845583735683,12.986704796299405,0.17925136475242778,4,6,10,89,100,1.0620167937795741,5,4,2,8
modular,2.35197937832726,13.060615320622508,0.18008182008190082,4,7,10,89,100,1.0786075041019467,5,4,2,8
modular,2.3466862053690383,13.044410815557168,0.17989974699127906,4,8,10,89,100,1.0305812095000588,5,4,2,8
modular,2.347226928378964,13.046067012293653,0.17991835594337435,4,9,10,89,100,0.992798302307481,5,4,2,8
modular,2.3609359595364765,13.087993928674207,0.1803894448914705,4,10,10,89,100,1.0606692280152932,5,4,2,8
modular,2.9920965170130365,13.063539600700194,0.2290417917707895,5,1,10,89,100,1.1516050962550606,4,3,2,8
modular,2.943556302500652,12.948795795264337,0.2273227834496529,5,2,10,89,100,1.1770313031894228,4,3,2,8
modular,2.9802116749128387,13.035531154561115,0.22862218958144,5,3,10,89,100,1.1104961551853203,4,3,2,8
modular,2.9605686033382543,12.989117301672476,0.2279268509613854,5,4,10,89,100,1.1195331554462664,4,3,2,8
modular,2.979954545162891,13.034924576212552,0.2286131022653566,5,5,10,89,100,1.1475445713124348,4,3,2,8
modular,2.9702325178617968,13.011970850877027,0.2282692262303675,5,6,10,89,100,1.1793880665938798,4,3,2,8
modular,2.9815371887313886,13.038657676947146,0.228669028868122,5,7,10,89,100,1.1464973293155607,4,3,2,8
modular,2.9859440749139337,13.049047346618064,0.2288246793500833,5,8,10,89,100,1.1364196340894683,4,3,2,8
modular,2.9863190333095457,13.049930996245394,0.2288379175467474,5,9,10,89,100,1.0973235634264888,4,3,2,8
modular,2.9768567114149733,13.027614629554794,0.22850358995587705,5,10,10,89,100,1.1360976238893297,4,3,2,8
modular,3.6253091930275687,13.052152305425162,0.27775566115028394,6,1,10,89,100,1.0240161196578927,3,3,2,8
modular,3.625001778939106,13.05156357785411,0.2777446362894028,6,2,10,89,100,1.0231829536603947,3,3,2,8
modular,3.6347950642257034,13.070306459016313,0.2780956265733392,6,3,10,89,100,1.0624232304218912,3,3,2,8
modular,3.6277027510146014,13.056735349327445,0.2778414859424615,6,4,10,89,100,0.9918572005489484,3,3,2,8
modular,3.617788263230852,13.037741857764578,0.27748580257986105,6,5,10,89,100,0.9575554843164014,3,3,2,8
modular,3.611369036082052,13.0254305189161,0.2772552531632229,6,6,10,89,100,1.052503961982496,3,3,2,8
modular,3.6405194401664698,13.081250413076472,0.2783005695332673,6,7,10,89,100,0.9485357390760264,3,3,2,8
modular,3.6290698632102685,13.0593523396403,0.2778904932516911,6,8,10,89,100,1.0141505921208491,3,3,2,8
modular,3.588297134444149,12.981091052232248,0.2764249260717649,6,9,10,89,100,1.0301018570569451,3,3,2,8
modular,3.57994769707734,12.965010177691314,0.27612378609908833,6,10,10,89,100,1.0129832998989765,3,3,2,8
modular,4.2440286240922465,13.020940034701695,0.32593872737157376,7,1,10,89,100,1.2744039885730185,3,2,2,8
modular,4.297270594399409,13.106748798476561,0.3278670141979752,7,2,10,89,100,1.1499808439514168,3,2,2,8
modular,4.268664132545696,13.060710785885773,0.32683245211728323,7,3,10,89,100,1.1369728101428862,3,2,2,8
modular,4.28892353385085,13.093331226387287,0.32756549572405885,7,4,10,89,100,1.236647550946375,3,2,2,8
modular,4.276556620900687,13.073427943017515,0.3271182309292326,7,5,10,89,100,1.1101588078582176,3,2,2,8
modular,4.283210002452484,13.084139441968734,0.3273589387708329,7,6,10,89,100,1.1334952893797912,3,2,2,8
modular,4.296857025664583,13.106084309088144,0.3278520818521681,7,7,10,89,100,1.1067760769605832,3,2,2,8
modular,4.264069184914871,13.053301552693467,0.3266659524949844,7,8,10,89,100,1.1741667232625688,3,2,2,8
modular,4.2702907222858135,13.063332666406955,0.3268913707806806,7,9,10,89,100,1.169425035760166,3,2,2,8
modular,4.296448469006546,13.105427841396596,0.3278373297692119,7,10,10,89,100,1.2386408682363743,3,2,2,8
modular,4.8840396390042216,13.027936722843087,0.3748897268161109,8,1,10,89,100,1.0,2,2,2,8
modular,4.8855520815728095,13.030047594418164,0.3749450680184538,8,2,10,89,100,1.0,2,2,2,8
modular,4.902839722988678,13.054152324349658,0.3755770272301409,8,3,10,89,100,0.7965884689752678,2,2,2,8
modular,4.897097911352718,13.046151036688652,0.3753672556435227,8,4,10,89,100,1.0,2,2,2,8
modular,4.909616123849138,13.063589313056966,0.3758244389190965,8,5,10,89,100,1.0,2,2,2,8
modular,4.9316400712280855,13.094215625610973,0.3766273759523476,8,6,10,89,100,0.9498855770415364,3,2,2,8
modular,4.889773155893876,13.03593709951709,0.3750994745191748,8,7,10,89,100,1.0,2,2,2,8
modular,4.925414739998272,13.085565663697801,0.3764005979246615,8,8,10,89,100,1.0,2,2,2,8
modular,4.912061439036552,13.066993125566512,0.3759136774493093,8,9,10,89,100,1.0027704830163962,3,2,2,8
modular,4.904151659522249,13.055979868375053,0.3756249403693834,8,10,10,89,100,1.0,2,2,2,8
modular,5.494060665414136,12.996376637323733,0.4227378767737448,9,1,10,89,100,0.9681814609858741,2,2,2,8
modular,5.5757899293014495,13.096639912137132,0.4257420198393149,9,2,10,89,100,1.1161762154833643,2,2,2,8
modular,5.547255307518986,13.061718275442052,0.4246956786649304,9,3,10,89,100,1.0078936071978999,2,2,2,8
modular,5.509395393111361,13.01524532319824,0.4233032306576251,9,4,10,89,100,0.9536945246330552,2,2,2,8
modular,5.574702907514008,13.095311214776135,0.42570220868243097,9,5,10,89,100,0.9998174077036692,2,2,2,8
modular,5.532115593617129,13.043153369246447,0.4241394267939011,9,6,10,89,100,1.021887228309741,2,2,2,8
modular,5.526478971010497,13.036235045788182,0.4239321362033912,9,7,10,89,100,1.1207195421885252,2,2,2,8
modular,5.45956501891374,12.953834994874981,0.42146322082022414,9,8,10,89,100,1.0348535372697023,2,2,2,8
modular,5.563451803912987,13.081551069750795,0.4252899196929078,9,9,10,89,100,1.0039138335028883,2,2,2,8
modular,5.5806752563843744,13.102609789320939,0.42592089256392335,9,10,10,89,100,1.167122486287028,2,2,2,8
modular,6.1675564170371695,13.041260771049304,0.4729263930316245,10,1,10,89,100,1.04347844812077,2,2,2,8
modular,6.138377124348708,13.009246285537007,0.4718472530705358,10,2,10,89,100,1.067875439295889,2,2,2,8
modular,6.159364775730071,13.032280842506351,0.4726236988110754,10,3,10,89,100,0.8982208384516749,2,2,2,8
modular,6.175222261863012,13.049658912511726,0.4732094764517061,10,4,10,89,100,0.9159608892964722,2,2,2,8
modular,6.243926543300179,13.124695130428874,0.4757387871680145,10,5,10,89,100,0.9376482744683984,2,2,2,8
modular,6.157381680696052,13.03010601645042,0.4725503900676171,10,6,10,89,100,1.0000473247535904,2,2,2,8
modular,6.1770682773663,13.051680494832794,0.4732776196760119,10,7,10,89,100,1.0639428353140108,2,2,2,8
modular,6.166161920393138,13.039732501851125,0.4728748783395509,10,8,10,89,100,1.02671503086364,2,2,2,8
modular,6.14030539133559,13.011364253479984,0.471918645248389,10,9,10,89,100,1.0991003008996232,2,2,2,8
