obj,avg_cost,budget,avg_cost_normalized,setup_number,test_number,num_reps,num_candidates,num_training_samples,ratio,num_users_TSG,num_users_CELF,alpha,beta
CES-2,0.7989157317853702,8.302231981615567,0.09622903016375432,2,4,10,44,200,1.0221930448089511,10,9,10,10
CES-2,0.7990938725088359,8.303351425672014,0.09623751080054556,2,5,10,44,200,1.0066293129518535,10,9,10,10
CES-2,0.7987788683630016,8.301371844855138,0.09622251397617528,2,6,10,44,200,1.0105283248588586,10,9,10,10
CES-2,0.7997791437292927,8.307656588044104,0.09627012566700076,2,7,10,44,200,1.0174389839020077,10,9,10,10
CES-2,0.8005860297086341,8.312723525401955,0.0963085115560754,2,8,10,44,200,1.0052457088293865,10,9,10,10
CES-2,0.7994103098861509,8.305339637773349,0.09625257301343447,2,9,10,44,200,1.0291890774358434,10,9,10,10
CES-2,0.8012487333256596,8.31688322645959,0.09634002444287568,2,10,10,44,200,0.9900463746719216,9,9,10,10
CES-2,1.326163651550469,8.320021284600736,0.15939426188789002,3,1,10,44,200,1.068500775930321,6,5,10,10
CES-2,1.3258922765806809,8.319070562126868,0.15937985700192225,3,2,10,44,200,1.0258982874924287,6,5,10,10
CES-2,1.3195489994471212,8.29682041775355,0.1590427336023265,3,3,10,44,200,1.0784429183293434,6,5,10,10
CES-2,1.321205862945186,8.302637234009524,0.15913086718196248,3,4,10,44,200,1.0479523242758402,6,5,10,10
CES-2,1.3263411520711186,8.320643079784617,0.1594036830270397,3,5,10,44,200,1.032803263712981,6,5,10,10
CES-2,1.3214935715003355,8.30364693717401,0.15914616571475773,3,6,10,44,200,1.0573193701526906,6,5,10,10
CES-2,1.3211341506525778,8.302385545332106,0.15912705371715313,3,7,10,44,200,1.0825888140569608,6,5,10,10
CES-2,1.3192551438768982,8.295788391395119,0.15902709683932,3,8,10,44,200,1.0665534646727188,6,5,10,10
CES-2,1.3240013577080694,8.312443338938756,0.15927944452937512,3,9,10,44,200,1.0311850477502884,6,5,10,10
CES-2,1.3223407910598213,8.306619595261001,0.159191205988803,3,10,10,44,200,1.034207720452067,6,5,10,10
CES-2,1.8422419860020645,8.299740626392039,0.22196380211497047,4,1,10,44,200,1.0,4,4,10,10
CES-2,1.8383712819181464,8.290308624444924,0.22174943843435435,4,2,10,44,200,1.0000000000000002,4,4,10,10
CES-2,1.8447454063191169,8.305835635981209,0.22210232506017896,4,3,10,44,200,1.0,4,4,10,10
CES-2,1.845386284170749,8.307395303302696,0.22213777204475826,4,4,10,44,200,1.0,4,4,10,10
CES-2,1.8452834131785536,8.307144970254049,0.22213208265728893,4,5,10,44,200,1.0000000000000002,4,4,10,10
CES-2,1.840148102366288,8.294639544444625,0.2218478684343476,4,6,10,44,200,1.0,4,4,10,10
CES-2,1.8491762652783736,8.31661326595808,0.222347271196017,4,7,10,44,200,1.0,4,4,10,10
CES-2,1.8542028482127115,8.32882441739784,0.2226247973651024,4,8,10,44,200,1.0,4,4,10,10
CES-2,1.8484981178927078,8.314964570972034,0.222309800855425,4,9,10,44,200,1.0,4,4,10,10
CES-2,1.8458061117284488,8.308416867475664,0.22216098941232573,4,10,10,44,200,1.0000000000000002,4,4,10,10
CES-2,2.3725442194746025,8.315464412125397,0.28531710339773925,5,1,10,44,200,1.0,3,3,10,10
CES-2,2.3648748414977496,8.301179004484416,0.28488421225710353,5,2,10,44,200,1.0,3,3,10,10
CES-2,2.3675863614582418,8.306232264802116,0.28503734135763986,5,3,10,44,200,1.0,3,3,10,10
CES-2,2.3660948819829963,8.303453061119084,0.28495312306421466,5,4,10,44,200,1.0,3,3,10,10
CES-2,2.3634880546260475,8.298593436397647,0.2848058617090197,5,5,10,44,200,1.0,3,3,10,10
CES-2,2.3747810821416944,8.319626582369514,0.2854432297687732,5,6,10,44,200,1.0,3,3,10,10
CES-2,2.375188861481206,8.320385134191174,0.28546621618761137,5,7,10,44,200,1.0,3,3,10,10
CES-2,2.3700312512431574,8.310786155360267,0.28517533804122025,5,8,10,44,200,1.0,3,3,10,10
CES-2,2.3598806137227077,8.291864071158829,0.2846019415502675,5,9,10,44,200,1.0,3,3,10,10
CES-2,2.3747086506731607,8.319491838443412,0.2854391466194974,5,10,10,44,200,1.0,3,3,10,10
CES-2,2.894513582420029,8.312642948040823,0.3482061722742737,6,1,10,44,200,1.0316977646599572,3,2,10,10
CES-2,2.877710248044893,8.287264780467313,0.3472448780480043,6,2,10,44,200,1.0385882157334805,3,2,10,10
CES-2,2.8853970520631087,8.298883348258293,0.3476849753128141,6,3,10,44,200,1.0487675488386028,3,2,10,10
CES-2,2.8947732870697807,8.313034603989761,0.34822100772688497,6,4,10,44,200,1.0704890266715636,3,2,10,10
CES-2,2.8898953202873088,8.305675300146065,0.347942246217654,6,5,10,44,200,1.0274733387667767,3,2,10,10
CES-2,2.9096783895236267,8.335483433032264,0.3490713421603131,6,6,10,44,200,1.0467165031102144,3,2,10,10
CES-2,2.896985694579916,8.316370386005254,0.3483473631062596,6,7,10,44,200,1.1026048121360634,3,2,10,10
CES-2,2.887872789748529,8.302622126648341,0.3478265957063765,6,8,10,44,200,1.0120199105858547,3,2,10,10
CES-2,2.883720416012205,8.296350438410894,0.3475890317579884,6,9,10,44,200,1.0477815806140387,3,2,10,10
CES-2,2.880020064528272,8.290757682099898,0.3473771849280264,6,10,10,44,200,1.093720876939542,3,2,10,10
CES-2,3.4028360358157808,8.293404766779574,0.4103062772778594,7,1,10,44,200,1.0,2,2,10,10
CES-2,3.401889729077377,8.292202687016108,0.4102516372886109,7,2,10,44,200,1.0,2,2,10,10
CES-2,3.4118710827614933,8.304873465581888,0.4108275817688738,7,3,10,44,200,1.0,2,2,10,10
CES-2,3.4187799629908056,8.313633076443715,0.4112257458989568,7,4,10,44,200,1.0,2,2,10,10
CES-2,3.4118430169187004,8.304837863497394,0.4108259634923059,7,5,10,44,200,1.0,2,2,10,10
CES-2,3.418472294190939,8.313243178294,0.4112080232557879,7,6,10,44,200,1.0,2,2,10,10
CES-2,3.41814561456719,8.31282916920552,0.41118920466085696,7,7,10,44,200,1.0,2,2,10,10
CES-2,3.408372669473641,8.30043453113093,0.4106258120211029,7,8,10,44,200,1.0,2,2,10,10
CES-2,3.4080415624872518,8.30001429083742,0.4106067101895797,7,9,10,44,200,1.0,2,2,10,10
CES-2,3.410743188251567,8.303442593658657,0.4107625421359995,7,10,10,44,200,1.0,2,2,10,10
CES-2,3.9338457552194073,8.304291134263092,0.473712408635164,8,1,10,44,200,0.98738324150745,2,2,10,10
CES-2,3.93565828908116,8.306273786367706,0.4738175492770753,8,2,10,44,200,1.0081530148566569,2,2,10,10
CES-2,3.937151970037994,8.307907316463016,0.4739041758730387,8,3,10,44,200,1.0228802069494034,2,2,10,10
CES-2,3.9404583176115073,8.311522127767173,0.4740958704118955,8,4,10,44,200,1.0189933473584984,2,2,10,10
CES-2,3.933915732899994,8.304367688274404,0.4737164683175821,8,5,10,44,200,1.0123409941412025,2,2,10,10
CES-2,3.927095629447893,8.29690344914371,0.4733206374545907,8,6,10,44,200,0.9496782508267622,2,2,10,10
CES-2,3.9392620953004833,8.310214479523385,0.4740265254292705,8,7,10,44,200,1.018230748186035,2,2,10,10
CES-2,3.942281405226135,8.313514651486036,0.4742015345485021,8,8,10,44,200,0.9864532799981052,2,2,10,10
CES-2,3.9485883404248776,8.320404200797782,0.47456688943624603,8,9,10,44,200,1.006425039449854,2,2,10,10
CES-2,3.940318115399728,8.311368876229992,0.47408774343643895,8,10,10,44,200,0.9817917620816284,2,2,10,10
CES-2,4.461470155036395,8.309281132284783,0.5369261292293808,9,1,10,44,200,1.1598166082957666,2,1,10,10
CES-2,4.449561674804824,8.297828741686118,0.5362320449506739,9,2,10,44,200,1.1573589911844944,2,1,10,10
CES-2,4.4664809515627715,8.314095453002356,0.537217906242567,9,3,10,44,200,1.2361163702759408,2,1,10,10
CES-2,4.46822195454554,8.315767558839049,0.5373192459902454,9,4,10,44,200,1.1390773782126271,2,1,10,10
CES-2,4.466640798814597,8.314248988150293,0.5372272114030482,9,5,10,44,200,1.1535588402349743,2,1,10,10
CES-2,4.467177232407406,8.314764218808465,0.5372584375035433,9,6,10,44,200,1.1303041962212972,2,1,10,10
CES-2,4.4520001569682135,8.300175076345411,0.5363742470512372,9,7,10,44,200,1.2593141871327451,2,1,10,10
CES-2,4.4608341508780125,8.308669873048894,0.5368890832150844,9,8,10,44,200,1.1264164340100251,2,1,10,10
CES-2,4.465475462856825,8.313129606447356,0.5371593700877185,9,9,10,44,200,1.157711745628443,2,1,10,10
CES-2,4.458651134482269,8.30657145975942,0.536761906652086,9,10,10,44,200,1.2164732272336989,2,1,10,10
CES-2,4.9760198137839735,8.301980364908179,0.5993774491225274,10,1,10,44,200,1.0,1,1,10,10
CES-2,4.992424193084333,8.316044711263306,0.6003363818285585,10,2,10,44,200,1.0,1,1,10,10
CES-2,4.988378025441391,8.31257786433175,0.6001000059014073,10,3,10,44,200,1.0,1,1,10,10
CES-2,4.9639963723453935,8.291657313041357,0.5986736046770623,10,4,10,44,200,1.0,1,1,10,10
CES-2,4.962365109339972,8.290255785991652,0.5985780460145825,10,5,10,44,200,1.0,1,1,10,10
CES-2,4.987697174226272,8.311994357713361,0.6000602213592444,10,6,10,44,200,1.0,1,1,10,10
CES-2,4.9950864934381976,8.318325064122668,0.6004918604326059,10,7,10,44,200,1.0,1,1,10,10
CES-2,4.971327424691591,8.297953071196567,0.5991028609149176,10,8,10,44,200,1.0,1,1,10,10
CES-2,4.971350956122294,8.297973272038405,0.5991042382450429,10,9,10,44,200,1.0,1,1,10,10
CES-2,4.9753090772918585,8.30137048958615,0.5993358667142072,10,10,10,44,200,1.0,1,1,10,10
square_root,0.27666135837789235,8.29984075133677,0.03333333333333333,1,1,10,44,200,1.0,29,29,10,10
square_root,0.27747280463565915,8.324184139069775,0.03333333333333333,1,2,10,44,200,1.0,30,30,10,10
square_root,0.2770834884008669,8.312504652026009,0.03333333333333333,1,3,10,44,200,1.0,30,30,10,10
square_root,0.2766945070041281,8.300835210123843,0.03333333333333333,1,4,10,44,200,1.0,29,29,10,10
square_root,0.27683874742849923,8.305162422854977,0.03333333333333333,1,5,10,44,200,1.0,30,30,10,10
square_root,0.2764366972381474,8.293100917144422,0.03333333333333333,1,6,10,44,200,1.0,29,29,10,10
square_root,0.2769901303835595,8.309703911506785,0.03333333333333333,1,7,10,44,200,0.9998223675080198,30,30,10,10
square_root,0.2767056114034995,8.301168342104985,0.03333333333333333,1,8,10,44,200,1.0009625346214133,30,30,10,10
square_root,0.27681191554045065,8.304357466213519,0.03333333333333333,1,9,10,44,200,1.0004706811199524,29,29,10,10
square_root,0.2769181070763233,8.307543212289701,0.03333333333333333,1,10,10,44,200,1.0,30,30,10,10
square_root,0.8012129498379964,8.316658660364304,0.09633832318457806,2,1,10,44,200,0.9960154322796959,10,10,10,10
square_root,0.7992455108995329,8.304304233919463,0.09624472904484442,2,2,10,44,200,0.9935425126813578,10,10,10,10
square_root,0.7986921729371245,8.300826959230424,0.09621838605477592,2,3,10,44,200,0.9834341670290956,10,10,10,10
square_root,0.800694216376328,8.313402710905509,0.09631365690079932,2,4,10,44,200,0.9943227077233904,10,10,10,10
square_root,0.7983060604725359,8.298399877237232,0.09619999906997903,2,5,10,44,200,0.9850063376026372,10,10,10,10
square_root,0.8008983973198182,8.314684419715885,0.09632336681602943,2,6,10,44,200,0.9879226020791996,10,10,10,10
square_root,0.7983144554210926,8.298452653395367,0.09620039888935884,2,7,10,44,200,0.9899467627729386,10,10,10,10
square_root,0.7992355972939263,8.30424194517616,0.09624425716042546,2,8,10,44,200,0.988468319048501,10,10,10,10
square_root,0.8008953076915334,8.314665026299336,0.09632321989620707,2,9,10,44,200,0.9929758735109558,10,10,10,10
square_root,0.8011323044609164,8.316152537351337,0.09633448891932833,2,10,10,44,200,0.9803827982525272,10,10,10,10
square_root,1.3196552368438736,8.297193497619151,0.1590483863275629,3,1,10,44,200,0.9929764425711214,6,6,10,10
square_root,1.3248457480883602,8.315403303833127,0.1593242924823201,3,2,10,44,200,0.9913305646502764,6,6,10,10
square_root,1.3129184314405429,8.273506092976941,0.1586894862572264,3,3,10,44,200,0.9919696408884384,6,6,10,10
square_root,1.323036111284258,8.309058579090737,0.1592281602892536,3,4,10,44,200,0.9878582396315368,6,6,10,10
square_root,1.3246392595404752,8.314679555336513,0.1593133265960078,3,5,10,44,200,0.9740914123023716,6,6,10,10
square_root,1.3208980622940845,8.301556898270071,0.15911449845863745,3,6,10,44,200,0.979709225989542,6,6,10,10
square_root,1.3210540593183149,8.302104440762651,0.15912279455700987,3,7,10,44,200,0.9816107039637536,6,6,10,10
square_root,1.3246527698281627,8.314726910997404,0.15931404410602132,3,8,10,44,200,0.9980232790032664,6,6,10,10
square_root,1.3162345222510343,8.285173331834008,0.15886626260354558,3,9,10,44,200,0.9859648791179234,6,6,10,10
square_root,1.323304829469499,8.31000099601413,0.15924243933354745,3,10,10,44,200,0.9911860896650924,6,6,10,10
square_root,1.8386924414458061,8.291091590250067,0.2217672331117439,4,1,10,44,200,0.9734685442864448,4,4,10,10
square_root,1.8446024227296307,8.305487628378518,0.22209441579648145,4,2,10,44,200,0.9730819563688136,4,4,10,10
square_root,1.845149602327548,8.306819335742,0.22212468187292428,4,3,10,44,200,1.0,4,4,10,10
square_root,1.850745485437837,8.320427163666936,0.2224339506894001,4,4,10,44,200,1.0,4,4,10,10
square_root,1.8447271690666345,8.305791249097737,0.22210131626737284,4,5,10,44,200,1.0,4,4,10,10
square_root,1.8462470587412143,8.30948969724684,0.2221853719071252,4,6,10,44,200,1.0,4,4,10,10
square_root,1.8484545512904185,8.314858642666964,0.22230739339394626,4,7,10,44,200,1.0,4,4,10,10
square_root,1.8430911160264047,8.301808441035213,0.22201079790231548,4,8,10,44,200,1.0,4,4,10,10
square_root,1.8507869284456042,8.320527866695324,0.2224362393945908,4,9,10,44,200,1.0,4,4,10,10
square_root,1.844950967621792,8.306335927935942,0.22211369533187744,4,10,10,44,200,1.0,4,4,10,10
square_root,2.3613261583256144,8.294561222850191,0.28468367341970274,5,1,10,44,200,1.0,3,3,10,10
square_root,2.373017212083408,8.316344680800112,0.28534377820606405,5,2,10,44,200,1.0,3,3,10,10
square_root,2.365638960898077,8.302603329509152,0.2849273736214895,5,3,10,44,200,1.0,3,3,10,10
square_root,2.3680098586608147,8.307021245080474,0.2850612498509235,5,4,10,44,200,1.0,3,3,10,10
square_root,2.3700995605699755,8.310913355789525,0.2851791925996826,5,5,10,44,200,1.0,3,3,10,10
square_root,2.360509294101146,8.293037187829633,0.2846374905402919,5,6,10,44,200,1.0,3,3,10,10
square_root,2.3700989835326305,8.310912281282148,0.285179160038853,5,7,10,44,200,1.0,3,3,10,10
square_root,2.367698985325536,8.306442091254404,0.285043699734982,5,8,10,44,200,1.0,3,3,10,10
square_root,2.3533306882654044,8.279632648800195,0.2842312923878847,5,9,10,44,200,1.0,3,3,10,10
square_root,2.3711430925053723,8.312856314567965,0.2852380701384232,5,10,10,44,200,1.0,3,3,10,10
square_root,2.8946219215846503,8.312806334532644,0.34821236115653953,6,1,10,44,200,0.9978353154231724,3,3,10,10
square_root,2.893077859795022,8.31047744403633,0.3481241456074368,6,2,10,44,200,1.0007760927848977,3,3,10,10
square_root,2.8828642569555814,8.295056747590557,0.3475400283178242,6,3,10,44,200,1.0009706175417579,3,3,10,10
square_root,2.8894356009434268,8.304981410209312,0.3479159625079285,6,4,10,44,200,1.0242934076572618,3,3,10,10
square_root,2.889296489070148,8.30477142705582,0.3479080086005993,6,5,10,44,200,1.0147575436196985,3,3,10,10
square_root,2.8824789712490784,8.294474502852228,0.34751797359288744,6,6,10,44,200,1.030741962483325,3,3,10,10
square_root,2.8936901735820806,8.31140106397638,0.3481591312112266,6,7,10,44,200,1.003903939079641,3,3,10,10
square_root,2.893261083296176,8.310753830329077,0.3481346147851924,6,8,10,44,200,1.0204655170153034,3,3,10,10
square_root,2.8925121152765354,8.309623982966384,0.34809181753660545,6,9,10,44,200,1.0178732972738749,3,3,10,10
square_root,2.8916164135406346,8.308272590487379,0.34804062842755223,6,10,10,44,200,1.0230006053144731,3,3,10,10
square_root,3.405126500598458,8.296313620602291,0.4104384979061647,7,1,10,44,200,1.0,2,2,10,10
square_root,3.4169764111093186,8.311347247176148,0.4111218445686127,7,2,10,44,200,1.0,2,2,10,10
square_root,3.421023098111496,8.316475195752567,0.41135493314026816,7,3,10,44,200,1.0,2,2,10,10
square_root,3.4152721290006536,8.309186679400153,0.4110236369424312,7,4,10,44,200,1.0,2,2,10,10
square_root,3.419469089153993,8.314506318928787,0.4112654387391873,7,5,10,44,200,1.0,2,2,10,10
square_root,3.4093801442401683,8.301713090688692,0.4106839283646375,7,6,10,44,200,1.0,2,2,10,10
square_root,3.4091256274215,8.301390107934976,0.4106692473303777,7,7,10,44,200,1.0,2,2,10,10
square_root,3.416726920067441,8.311030993768856,0.4111074694137359,7,8,10,44,200,1.0,2,2,10,10
square_root,3.4119322628769138,8.30495107327878,0.4108311093914597,7,9,10,44,200,1.0,2,2,10,10
square_root,3.4149129875799287,8.308731316780714,0.4110029386415476,7,10,10,44,200,1.0,2,2,10,10
square_root,3.935452583582309,8.306048796992117,0.4738056180223093,8,1,10,44,200,0.9996736880454812,2,2,10,10
square_root,3.9466571352193,8.31829518120531,0.4744550474881602,8,2,10,44,200,1.0114908714426494,2,2,10,10
square_root,3.940529158007527,8.311599560599923,0.4740999766984808,8,3,10,44,200,1.0039550740825427,2,2,10,10
square_root,3.952296737969702,8.324452602848245,0.4747815774237705,8,4,10,44,200,0.9713769081843284,2,2,10,10
square_root,3.9343817397505134,8.304877471964662,0.4737435023011564,8,5,10,44,200,0.9845373573395899,2,2,10,10
square_root,3.930000198697515,8.300083135818332,0.4734892572024874,8,6,10,44,200,0.9993034234855964,2,2,10,10
square_root,3.941762922102989,8.312948027840957,0.4741714863248993,8,7,10,44,200,0.9809834083900107,2,2,10,10
square_root,3.946702919508605,8.318345187014343,0.4744576993113666,8,8,10,44,200,0.9925426454567218,2,2,10,10
square_root,3.945258341376726,8.316767272568178,0.4743740220301306,8,9,10,44,200,0.9963337212308772,2,2,10,10
square_root,3.943522016814165,8.314870301313777,0.4742734250696701,8,10,10,44,200,0.9886142378208084,2,2,10,10
square_root,4.467072228772452,8.31466336795252,0.5372523253304559,9,1,10,44,200,1.0313648362792105,2,2,10,10
square_root,4.462588753803713,8.310356104306987,0.5369912790489083,9,2,10,44,200,1.0477481250798262,2,2,10,10
square_root,4.4497939096972425,8.298052228349277,0.5362455895969258,9,3,10,44,200,1.0296949882051394,2,2,10,10
square_root,4.438486839086316,8.287164320130993,0.5355857163715753,9,4,10,44,200,1.0358122258276423,2,2,10,10
square_root,4.460610877045454,8.308455275776183,0.5368760773197687,9,5,10,44,200,1.0201391983953003,2,2,10,10
square_root,4.455106474393143,8.303163080024003,0.536555338183273,9,6,10,44,200,1.0191200055260619,2,2,10,10
square_root,4.466375810547049,8.313994462335291,0.5372117855960784,9,7,10,44,200,0.999719726155104,2,2,10,10
square_root,4.480511053792437,8.327561094672634,0.5380340057377353,9,8,10,44,200,1.0202317280295676,2,2,10,10
square_root,4.473335782233233,8.320677134865429,0.5376167960524503,9,9,10,44,200,1.0186783220263709,2,2,10,10
square_root,4.433591480490733,8.282446139362905,0.5352997660219942,9,10,10,44,200,1.0312684097819371,2,2,10,10
square_root,4.9910895758625475,8.31490133657588,0.6002584244635071,10,1,10,44,200,1.0,1,1,10,10
square_root,4.996646283338472,8.319660796348897,0.6005829330843947,10,2,10,44,200,1.0,1,1,10,10
square_root,4.999604793052504,8.322193755642555,0.6007556348544165,10,3,10,44,200,1.0,1,1,10,10
square_root,4.981848988169085,8.306980675356717,0.5997183793803822,10,4,10,44,200,1.0,1,1,10,10
square_root,5.008396486481359,8.329716440921908,0.6012685452143727,10,5,10,44,200,1.0,1,1,10,10
square_root,4.989299800751375,8.313367785565429,0.60015386416734,10,6,10,44,200,1.0,1,1,10,10
square_root,5.00132446555157,8.323665727262584,0.6008559965557823,10,7,10,44,200,1.0,1,1,10,10
square_root,5.001471515956245,8.323791584854586,0.6008645777552369,10,8,10,44,200,1.0,1,1,10,10
square_root,4.986965402478422,8.311367166546644,0.6000174583251501,10,9,10,44,200,1.0,1,1,10,10
square_root,4.967612630678609,8.294763462013039,0.5988853875614951,10,10,10,44,200,1.0,1,1,10,10
max,0.2271575782174597,6.814727346523791,0.03333333333333333,1,1,10,36,250,1.0082834888467476,30,30,10,10
max,0.22794291340129585,6.8382874020388735,0.03333333333333333,1,2,10,36,250,1.0033907461908735,30,30,10,10
max,0.2271271102775713,6.813813308327137,0.03333333333333333,1,3,10,36,250,0.9960167127082992,29,29,10,10
max,0.22789446793013204,6.836834037903961,0.03333333333333333,1,4,10,36,250,1.0,30,30,10,10
max,0.22754040611330426,6.826212183399128,0.03333333333333333,1,5,10,36,250,0.9968808587730108,30,30,10,10
max,0.22787101334958385,6.836130400487515,0.03333333333333333,1,6,10,36,250,1.0051136446891966,29,29,10,10
max,0.22768122522597845,6.830436756779354,0.03333333333333333,1,7,10,36,250,0.9991339049476866,29,29,10,10
max,0.2276805997958254,6.830417993874764,0.03333333333333333,1,8,10,36,250,0.9976570604182072,29,29,10,10
max,0.22783616843251586,6.835085052975475,0.03333333333333333,1,9,10,36,250,0.996262305977084,30,30,10,10
max,0.22810239860083506,6.843071958025051,0.03333333333333333,1,10,10,36,250,1.001344559864226,30,30,10,10
max,0.6627877178203447,6.849917544381403,0.09675849578130932,2,1,10,36,250,1.0205047057666368,10,10,10,10
max,0.6610487207773208,6.839054453118735,0.09665791160295124,2,2,10,36,250,1.0048008575825895,10,10,10,10
max,0.6599243531695804,6.832023525356884,0.09659281041997114,2,3,10,36,250,0.9942182706970089,10,10,10,10
max,0.660579287845683,6.8361196776870665,0.09663073775636173,2,4,10,36,250,0.9969431945494318,10,10,10,10
max,0.6586658611467898,6.824147088486682,0.09651988044895077,2,5,10,36,250,1.0,10,10,10,10
max,0.6605888648747671,6.836179560805509,0.09663129222968064,2,6,10,36,250,1.0,10,10,10,10
max,0.6599907705311339,6.8324390074510495,0.09659665747639863,2,7,10,36,250,0.9907916711687568,10,9,10,10
max,0.6595202646835524,6.829495268312257,0.09656940063252092,2,8,10,36,250,1.0080131002056627,10,10,10,10
max,0.6584443176013581,6.822759784485863,0.09650703504153577,2,9,10,36,250,1.0147459258485667,10,10,10,10
max,0.6603765860735916,6.8348521293620275,0.09661900119779653,2,10,10,36,250,1.0101324957775863,9,9,10,10
max,1.0939773352005573,6.8385254474499275,0.15997269347129495,3,1,10,36,250,0.9918914033346764,6,5,10,10
max,1.091243554768965,6.828981301408621,0.15979595002608554,3,2,10,36,250,1.0,5,5,10,10
max,1.0932199898597967,6.8358825903983975,0.1599237516740444,3,3,10,36,250,1.0,5,5,10,10
max,1.092523845513268,6.833452505686996,0.15987875010531474,3,4,10,36,250,1.0,5,5,10,10
max,1.0946094548333838,6.8407306219117805,0.16001353003540333,3,5,10,36,250,0.9790026342473096,5,6,10,10
max,1.092024805778422,6.831709999219758,0.15984648146703254,3,6,10,36,250,0.9896182574958096,6,6,10,10
max,1.0931626464966393,6.835682446353299,0.15992004530283882,3,7,10,36,250,1.016236713453583,5,6,10,10
max,1.0921713340935484,6.832221675628007,0.15985595695607424,3,8,10,36,250,1.0,5,5,10,10
max,1.0922591634591232,6.832528359262103,0.15986163628263153,3,9,10,36,250,0.9790412508255308,6,5,10,10
max,1.092519846003824,6.833438542085048,0.15987849152009348,3,10,10,36,250,1.000008381929222,5,5,10,10
max,1.519737694100343,6.820953913589031,0.22280427537747308,4,1,10,36,250,1.0,4,4,10,10
max,1.5230755407881815,6.829045663365822,0.22302904620460626,4,2,10,36,250,1.0244664991113122,4,4,10,10
max,1.5245217310059265,6.832548843849825,0.2231263567736062,4,3,10,36,250,1.0,4,4,10,10
max,1.5255265262864175,6.8349818390034445,0.2231939399723179,4,4,10,36,250,1.0,4,4,10,10
max,1.5237428523661058,6.830662331527373,0.22307395365353816,4,5,10,36,250,1.0,4,4,10,10
max,1.52389808392208,6.831038354173317,0.2230843987270366,4,6,10,36,250,1.0,4,4,10,10
max,1.5228416684048258,6.828478987153004,0.22301330519869456,4,7,10,36,250,1.0153510846338691,4,4,10,10
max,1.5231490267302232,6.8292237119559145,0.22303399199877544,4,8,10,36,250,1.0,4,4,10,10
max,1.5220029868286955,6.826446493837618,0.22295684705104493,4,9,10,36,250,1.0,4,4,10,10
max,1.5281592343701074,6.8413528633793375,0.22337091287164826,4,10,10,36,250,1.0029454003007778,4,4,10,10
max,1.95130712862248,6.822399361476718,0.2860147911658043,5,1,10,36,250,1.0,3,3,10,10
max,1.960078728195712,6.838664189087341,0.28661719218842,5,2,10,36,250,0.9757190202098328,3,3,10,10
max,1.958732579915136,6.8361704384202175,0.2865248310526006,5,3,10,36,250,1.0,3,3,10,10
max,1.9582639154550163,6.835302033360418,0.2864926679022377,5,4,10,36,250,1.0,3,3,10,10
max,1.962256869306357,6.842697407082762,0.2867665706326949,5,5,10,36,250,1.0,3,3,10,10
max,1.9563518575413417,6.831758040035129,0.28636140889019,5,6,10,36,250,1.0,3,3,10,10
max,1.9530119593640944,6.825563407931412,0.2861319780715338,5,7,10,36,250,1.0,3,3,10,10
max,1.9573711553830968,6.833647519982254,0.28643138962897235,5,8,10,36,250,1.014810304437899,3,3,10,10
max,1.9603254431793355,6.839121138096282,0.2866341162257883,5,9,10,36,250,0.9891891238234936,3,3,10,10
max,1.9598696127405824,6.838276856980374,0.2866028465548287,5,10,10,36,250,1.0,3,3,10,10
max,2.385698340803604,6.827536724174551,0.3494229964895626,6,1,10,36,250,1.0,2,2,10,10
max,2.3838510667188832,6.824760472077539,0.3492944662998862,6,2,10,36,250,1.0,2,2,10,10
max,2.3958808144360684,6.84282066914199,0.3501305865343515,6,3,10,36,250,1.0,2,2,10,10
max,2.395533180325561,6.8422994033178135,0.3501064538573061,6,4,10,36,250,0.9609999323726612,2,2,10,10
max,2.389419809431644,6.833126433180742,0.34968177931392325,6,5,10,36,250,0.9753107149602732,2,2,10,10
max,2.38228088449665,6.822399815182084,0.3491851766288002,6,6,10,36,250,1.0,2,2,10,10
max,2.396661884037023,6.843991719539917,0.3501848018305517,6,7,10,36,250,1.0,2,2,10,10
max,2.3868270359249784,6.829232502567956,0.3495015047485165,6,8,10,36,250,0.9982162520254708,2,2,10,10
max,2.3818876477289104,6.821808490272104,0.3491578004755603,6,9,10,36,250,1.0,2,2,10,10
max,2.3947298800558023,6.841094736858093,0.3500506822619488,6,10,10,36,250,1.0,2,2,10,10
max,2.8297039620565934,6.843155557386293,0.41350864207701626,7,1,10,36,250,1.003979862052088,2,2,10,10
max,2.8202663176725764,6.831254708542278,0.4128474838079042,7,2,10,36,250,1.0,2,2,10,10
max,2.8185089715783147,6.829036504914929,0.4127242502730516,7,3,10,36,250,1.0,2,2,10,10
max,2.82483339005226,6.837016254776268,0.4131675697097928,7,4,10,36,250,1.0114776061787214,2,2,10,10
max,2.8211588833336303,6.832381082079487,0.4129100601155271,7,5,10,36,250,1.0,2,2,10,10
max,2.8250788840422514,6.8373258236373475,0.4131847679798526,7,6,10,36,250,1.0,2,2,10,10
max,2.815360187310984,6.825060236348723,0.4125033464638179,7,7,10,36,250,1.0096579751544812,2,2,10,10
max,2.8190974371650457,6.829779370287051,0.4127655205715029,7,8,10,36,250,1.0,2,2,10,10
max,2.8188218526858777,6.829431488439019,0.4127461938021677,7,9,10,36,250,1.0,2,2,10,10
max,2.825154240735704,6.837420846022929,0.41319004700127376,7,10,10,36,250,1.0,2,2,10,10
